Date,Nitrogen_Dioxide,Ozone,PM10_Particulate,PM2-5_Particulate
0105201017,57.7,45.1,24.3,15.2
0105201018,57.7,42.3,24.2,15
0105201019,57,37.5,23.7,15.7
0105201020,58,33.1,23.9,17
0105201021,58.1,30.9,23.6,17
0105201022,56.5,29.7,23.3,16.3
0105201023,53.2,28.7,22.9,16.8
0106201000,46.4,26.6,24.3,17.2
0106201001,41.3,27.6,23.8,16.9
0106201002,38.4,28.1,23.1,16.8
0106201003,38.9,25.1,23.3,17.3
0106201004,45.3,20.8,24.4,18
0106201005,55.9,18.4,27.7,20.1
0106201006,63.9,18.6,30.4,21
0106201007,63.1,21.4,31.4,20.5
0106201008,61.6,25.1,30.7,19.2
0106201009,58.1,29.8,29.2,17.5
0106201010,56.7,33.7,28.5,16.4
0106201011,56.4,38.1,28.3,16.2
0106201012,56.1,42.6,27.1,16.5
0106201013,55.4,47.4,27.6,16
0106201014,56.5,49,27.5,16.1
0106201015,56.4,49.8,26.7,16.6
0106201016,56.8,49.1,25.9,16.5
0106201017,57,47.9,25.4,16.3
0106201018,56.2,46,25.3,16.4
0106201019,54.4,43.6,25.2,16.7
0106201020,55.2,37.8,25,17
0106201021,56.2,33,25.3,17.6
0106201022,54.8,29.8,25.4,17.8
0106201023,51.6,27.1,24.9,17.9
0107201000,34.8,27.1,17.4,11.6
0107201001,29.7,27.5,16.5,11.6
0107201002,28.2,27.5,16.1,11.1
0107201003,29.5,25.5,16.1,11.1
0107201004,36.5,20.9,17,11.9
0107201005,48.4,17.4,19.5,13
0107201006,55.6,17.4,22.2,13.4
0107201007,54.7,18.9,23.9,13
0107201008,52.9,20.6,24.4,13
0107201009,52,23.8,23.4,12.3
0107201010,51.4,26.8,24.7,12.7
0107201011,51.4,29.4,24.1,13.2
0107201012,50.5,32.9,23.9,12.7
0107201013,50.8,35,24.5,12.9
0107201014,51.5,36.6,24.4,13.1
0107201015,51.2,38.4,23,13.2
0107201016,51.7,39.1,22,13.1
0107201017,52.1,38.7,21.4,12.9
0107201018,51.2,37.9,21,12.8
0107201019,48.8,35.9,20.2,12.1
0107201020,47.9,31.1,19.3,12.3
0107201021,48.1,27.1,19.2,12.4
0107201022,46,25.6,19.1,12
0107201023,41.6,24.5,18.2,11.7
0108201000,35.4,23.2,14.8,9.8
0108201001,30.3,23.8,13.8,9.3
0108201002,26.6,25.5,14.1,9.4
0108201003,27.5,23.9,14.5,9.8
0108201004,34.5,19.9,15.5,10.7
0108201005,47.5,15.3,18.3,11.9
0108201006,55.5,14.6,20.5,12.6
0108201007,54.2,16.9,20.9,11.7
0108201008,52,20.2,20.8,11.1
0108201009,50.6,24.2,20,10.5
0108201010,49.6,26.3,19.2,10.3
0108201011,49.4,28.4,19.7,10.4
0108201012,49,30,19.5,10.6
0108201013,49.3,30.7,20,10.7
0108201014,51.2,30.5,19.5,11
0108201015,51.7,31.5,19.5,11.1
0108201016,52.2,31.6,19.2,11.2
0108201017,53.5,29.6,18.2,11.9
0108201018,53.4,27.6,18,11.1
0108201019,52.6,24.8,17.7,11.6
0108201020,52.9,21.1,18.6,12.4
0108201021,50.3,20.7,18.6,11.9
0108201022,46.8,20.4,17.7,11.5
0108201023,42.4,21.1,16.7,10.8
0109201000,46.9,18.9,19.8,11.9
0109201001,41.5,19,18.5,11.7
0109201002,37.1,19.6,18.1,11.5
0109201003,37.2,18.4,18.5,12.2
0109201004,44,14.6,19.8,13.5
0109201005,58.7,10.9,23.4,16.3
0109201006,70.8,8.9,28.6,18.6
0109201007,71,11.2,29.8,18.8
0109201008,66.7,15.3,29.7,17.4
0109201009,60.5,20.4,27.3,15.7
0109201010,57.5,23.9,26.9,14.2
0109201011,56.6,27,26.5,14.3
0109201012,55.9,28.8,25.8,14.4
0109201013,56.8,29.3,25.9,14.2
0109201014,59.2,29.5,25.2,14
0109201015,60.3,28.8,24.4,14.7
0109201016,61.7,28,24,14.4
0109201017,65,25.8,23.2,14.2
0109201018,68.2,21.4,23.3,14.2
0109201019,65.4,19.4,23.6,14.6
0109201020,62.5,18.2,23.4,14.6
0109201021,59.7,17.1,22.8,14.7
0109201022,56.7,16.5,22.2,13.9
0109201023,51.9,17.5,21,13.2
0110201000,44.3,20.7,23.2,15.1
0110201001,38.6,21.5,22,14.3
0110201002,35.7,24.1,21.1,13.9
0110201003,35.9,24,20.4,14.1
0110201004,42.6,20.7,20.6,14.5
0110201005,58.2,15.1,23.3,16.4
0110201006,70.9,11.7,25.5,17.1
0110201007,73.7,11.9,26.8,17
0110201008,71.3,13.8,27.9,17.6
0110201009,67.5,16.8,28.3,17.1
0110201010,63.1,20,30.7,16.2
0110201011,60.6,22.8,27.5,15.2
0110201012,59.5,25.2,25.6,14.9
0110201013,60.2,25.8,25.6,14.7
0110201014,62.7,25.3,25.4,14.7
0110201015,65.8,24.1,24.7,14.8
0110201016,71.7,19.6,24.3,15.4
0110201017,76.5,15.8,25.3,16.5
0110201018,75.7,14.3,26.8,17.5
0110201019,67.9,15.7,27.1,17.5
0110201020,62,17.4,26.5,17
0110201021,59.6,17.5,26.4,17.3
0110201022,55.7,18,26.2,16.9
0110201023,49.9,19.8,24.7,16.2
0111201000,55.8,16.8,30.3,26.2
0111201001,49,18.7,27.4,24.2
0111201002,41.2,21.4,24.4,22.2
0111201003,38.3,22.9,22.4,20.2
0111201004,39.5,21.8,20.9,18.6
0111201005,47.1,18.4,20.6,17.2
0111201006,61.1,14.3,22.7,18.8
0111201007,72.7,11.6,25.3,20.6
0111201008,75.1,11.4,27.5,20.8
0111201009,74.9,13,29,20.7
0111201010,73.3,15.1,29.3,20.4
0111201011,71,16.8,29.7,19
0111201012,70.5,17.5,29.6,18.4
0111201013,69.7,17.6,28.8,18.3
0111201014,71,17.3,28.6,17.9
0111201015,75.7,15.2,28.1,18.8
0111201016,82.5,11.9,28.6,20
0111201017,84.5,10,28.5,20.9
0111201018,83,10.5,29.4,21.9
0111201019,78.9,11.3,31.7,25
0111201020,71.7,12.5,33.5,29.1
0111201021,66.8,13.6,34.2,29.3
0111201022,63.9,14.7,34.2,29.3
0111201023,59.1,16.4,32.8,27.7
0112201000,60.8,11.8,24.5,22.1
0112201001,55.3,13.4,23,20.3
0112201002,48,15.5,21.5,19.5
0112201003,46,15.9,20.5,18.2
0112201004,47,14.9,20.3,18.4
0112201005,53.8,12.1,20.8,19.3
0112201006,64.7,9.6,22.6,21.1
0112201007,74.9,7.6,24.5,22.2
0112201008,79.4,7.1,26.3,23.3
0112201009,80.5,7.9,28.1,23.8
0112201010,80.2,9.3,29.1,24.3
0112201011,79.4,10.4,31.5,24.7
0112201012,78.9,11.6,32.3,24
0112201013,79.7,11.8,32.5,23.8
0112201014,80.9,10.8,31.9,23.4
0112201015,83.5,9.6,31,23.1
0112201016,85.6,8.8,30,23.4
0112201017,84.8,8.9,29.4,23.8
0112201018,83.3,9.7,30.1,24
0112201019,80.7,9.9,30.1,24.5
0112201020,76.6,9.5,29.5,24.3
0112201021,72.2,9.5,28.8,24.3
0112201022,69.9,9.9,27.8,24
0112201023,65.7,10.2,26.4,22.9
0101201100,52.5,24.2,22.9,17.3
0101201101,45.1,26.7,20.5,15.7
0101201102,37.3,29.8,19.8,15.2
0101201103,34.9,30.8,19.9,14.6
0101201104,35.9,30.1,19.8,14.7
0101201105,43.8,26.1,19.9,14.7
0101201106,58.1,20.5,21.8,16.6
0101201107,69.9,16.9,23.6,17.3
0101201108,73.2,15.8,25,17.8
0101201109,72.1,16.6,25.7,18.3
0101201110,68.5,18.5,25.9,17.3
0101201111,65.4,20.6,27.5,17.5
0101201112,65.6,21.5,27.5,17.1
0101201113,66.1,22.3,27.5,16.8
0101201114,66.7,22.8,27.4,16.4
0101201115,70.8,21.2,26.4,16.1
0101201116,77.3,17.7,26,17
0101201117,80.3,15.9,26.1,17.9
0101201118,79.6,16,26.4,18.4
0101201119,74.3,17.5,26.5,18.7
0101201120,67.9,19.3,26,18.4
0101201121,62.9,20.4,24.8,18.3
0101201122,59.5,21.7,24.3,17.9
0101201123,55.8,22.8,23.6,17.6
0102201100,48.2,25.6,28.7,23.2
0102201101,41.1,28.2,27.6,22.9
0102201102,34.2,31.3,26.8,22.4
0102201103,32.8,31.8,26.5,22.6
0102201104,34.2,30.4,26.4,22.9
0102201105,42.6,26.4,27.7,23.8
0102201106,60.9,20.5,31,25.9
0102201107,75.3,17.1,33.4,26.7
0102201108,75.4,17.5,35,26.3
0102201109,72,19.7,36.1,25.8
0102201110,68.7,22.5,36,24.4
0102201111,65.5,24.4,35.9,23.4
0102201112,64.6,25.7,36.4,23.1
0102201113,63.7,26.6,35.2,22.7
0102201114,65.7,25.5,34.5,22.3
0102201115,69.7,23.1,35.4,23.5
0102201116,73.5,21,34.9,24
0102201117,77.4,18.9,35.2,25.4
0102201118,79.2,17,35.5,26.6
0102201119,73.4,18.6,35.9,27
0102201120,64.8,20.9,34.6,26.5
0102201121,58.6,22.6,32.5,25.3
0102201122,55.7,23.6,30.9,24.2
0102201123,51.4,24.9,29.6,23.2
0103201100,64,20.9,42,34.1
0103201101,56.5,23,40.2,32.7
0103201102,47.5,24.9,37.9,31.4
0103201103,45.6,25.3,36.7,30.5
0103201104,47.4,24.3,36.4,30.6
0103201105,56.5,20.8,38.5,32.2
0103201106,73.6,16.5,42.6,34.8
0103201107,85.4,14.4,46.7,35.8
0103201108,84.6,15.7,50,36.4
0103201109,81.1,18.8,52.1,35.7
0103201110,74.8,22.7,50.5,34.1
0103201111,69.4,26.2,47.9,32.5
0103201112,66.1,29.3,46,31.5
0103201113,65.1,31.2,44.5,30.6
0103201114,65.3,32.6,43.6,29.8
0103201115,67.8,32.8,43,29.2
0103201116,70.9,31.4,41.7,29.1
0103201117,77,26.8,41.4,29.6
0103201118,83.1,21,42.2,30.9
0103201119,83.5,18.2,43.4,32.5
0103201120,78.2,18.7,43.1,33.6
0103201121,73.4,19.3,43,34.5
0103201122,71.2,19,43.8,35.3
0103201123,67.2,19.3,42.6,34.6
0104201100,55.7,32.8,37.6,31.1
0104201101,50.6,33.5,36.8,31
0104201102,46.1,33,36.3,31.1
0104201103,46.6,31,36.8,31.4
0104201104,53.1,26.5,37.8,32.4
0104201105,68,20.4,41.5,34.4
0104201106,77.6,18.7,46.1,35.5
0104201107,75.8,22.5,49,36.5
0104201108,74.4,26.3,50.1,35.6
0104201109,70.5,32,47.6,32.5
0104201110,66,39,44,28.4
0104201111,61.2,46.4,41,24.1
0104201112,59.4,52.2,38.8,22.3
0104201113,58.7,56.2,36.9,21.6
0104201114,58.9,57.7,36.6,21.1
0104201115,60,58.1,35,20.6
0104201116,62.5,57.5,34.1,21.1
0104201117,65.7,54.9,33.5,21.5
0104201118,69.1,49.9,33.9,22.7
0104201119,70.6,43.1,35,24.5
0104201120,71.1,37.4,36.9,27.1
0104201121,71.2,33.7,38.4,29.6
0104201122,67.4,32.6,39.1,30.2
0104201123,61.3,33.5,38.9,31.1
0105201100,41.7,42.2,21.7,13.3
0105201101,35.7,43.1,20.5,12.7
0105201102,32.1,42.2,19.5,12.4
0105201103,34.2,38.8,19.5,12
0105201104,42.3,32.6,20.6,13
0105201105,54.9,27.6,23.8,15.1
0105201106,61.2,28.2,26.2,15.1
0105201107,57.9,31.4,27.7,14.7
0105201108,54.1,36.4,27.9,13.5
0105201109,51.9,40.4,26.2,12.8
0105201110,51.3,42.9,25.9,12.6
0105201111,50.3,45.5,26.3,12.8
0105201112,49.4,48.3,26.1,12.8
0105201113,48.6,50.4,26.3,12.6
0105201114,50.5,51.6,26,12.8
0105201115,51.4,52.2,25.2,12.4
0105201116,52.9,51.4,23.7,12.7
0105201117,54.2,50.7,22.9,12.3
0105201118,54.2,49.1,22.9,12.4
0105201119,53.5,48.1,22.4,12.2
0105201120,53.4,43.7,22,12.8
0105201121,52.8,41.1,21.8,13.2
0105201122,51,39.5,21.7,13.3
0105201123,47,39.1,21.8,13.4
0106201100,40.5,27.4,18.1,11.4
0106201101,34.6,28.7,16.8,10.4
0106201102,31,29.2,16.6,10.7
0106201103,32.9,26.4,16.7,10.6
0106201104,39.6,22.4,18.1,10.5
0106201105,50.4,19.7,20.9,12.5
0106201106,57.4,20.3,22.8,13.1
0106201107,56.5,22.7,23.4,13.2
0106201108,54.9,25.8,23.4,13.1
0106201109,53.9,28.6,22.6,12.9
0106201110,54,32.2,22.9,12.6
0106201111,54.4,34.9,22.9,12.8
0106201112,54.1,36.8,23.3,12.1
0106201113,53.8,38.7,22,12.2
0106201114,54.5,39.9,22.1,12.1
0106201115,55.5,39.6,21.7,12
0106201116,56.2,38.8,21.6,12.1
0106201117,55.9,37.5,21.1,12.1
0106201118,54.9,36.1,20.1,12
0106201119,52.3,34,19.6,11.6
0106201120,52,30.4,19.1,11.6
0106201121,54.2,26.6,20.4,12.1
0106201122,52.5,24.5,20.5,12.6
0106201123,46.4,25.4,19.6,12.1
0107201100,42.7,28.9,19.1,12.1
0107201101,36.8,29.1,18.6,11.9
0107201102,32.2,29.7,17.5,11.6
0107201103,33.6,27.6,17.3,11.4
0107201104,41.3,23.2,18.3,11.9
0107201105,51.5,19.7,20.9,13.3
0107201106,57.6,19.8,23.2,13.5
0107201107,55.9,22.7,23.3,13.5
0107201108,55.2,25.9,23.2,13.1
0107201109,53.6,30.6,22.2,12.8
0107201110,53,34.8,22,12.4
0107201111,53.5,37.8,21.5,12.1
0107201112,54.7,40,22,12.3
0107201113,55.4,42.3,22,12.8
0107201114,55.9,43.9,22.2,12.6
0107201115,56.6,45.3,22.2,12.9
0107201116,58.7,44.5,21.8,12.9
0107201117,58.6,42.6,21,12.6
0107201118,58.4,41.1,20.8,12.8
0107201119,57.4,38.2,21.3,13.4
0107201120,56.1,33.5,21.5,13.7
0107201121,55.7,30.3,21.7,14.5
0107201122,53.3,28.4,21.1,14.1
0107201123,48.2,28.2,20.2,12.6
0108201100,34.4,21.7,17,10.9
0108201101,29.9,22.4,16.5,10.2
0108201102,26.6,22.5,16.1,10.2
0108201103,27.7,20.2,16.6,10.9
0108201104,33.3,16.8,17.9,11.4
0108201105,43.3,12.4,21.4,13.8
0108201106,50.2,11.5,24.2,14.1
0108201107,50.1,13.3,24.7,13.8
0108201108,48.5,16.1,24.8,13.4
0108201109,47.1,19.1,22.8,12.7
0108201110,45.8,23.4,22.5,12.3
0108201111,44.8,26.8,22.4,11.6
0108201112,43.3,30.3,21.2,11
0108201113,43.9,31.8,21.3,10.8
0108201114,44.3,32.6,20.7,10.8
0108201115,45.1,33.4,20.4,11.8
0108201116,47.2,32.8,20.1,12
0108201117,48.2,31.3,19.9,11.3
0108201118,47.7,29.1,20,11.4
0108201119,45.5,26,20.3,11.5
0108201120,43.1,23.3,20.2,12.7
0108201121,42.8,20.9,20.3,12.8
0108201122,41.3,19.4,20.2,12
0108201123,38.3,19.2,18.9,11.3
0109201100,42.8,22.3,23.8,14.1
0109201101,37,23.3,22.6,13.8
0109201102,32.2,25.2,22.1,13
0109201103,33.1,24.1,21.8,12.9
0109201104,39.7,20.3,22.5,14.7
0109201105,53.7,15.3,26.3,17.2
0109201106,66,13.3,30.3,18.1
0109201107,67.6,13.8,32.9,18.6
0109201108,65,16.4,33.9,17.7
0109201109,60.3,20.6,30.4,15.4
0109201110,57,25,28,14.3
0109201111,55,29.7,26.3,13.1
0109201112,54.6,32.4,25.6,12.5
0109201113,55.6,34.2,25.5,12.4
0109201114,58.3,34.6,25.7,12.6
0109201115,60.4,34.1,25.3,12.9
0109201116,63.2,32.7,24.2,13.3
0109201117,68.4,28.7,25.4,14
0109201118,71.7,24.4,26.9,15
0109201119,67.5,22.2,27.4,16.1
0109201120,62.5,21.1,27.9,16.6
0109201121,58.4,21.1,27.4,16.5
0109201122,54.1,21.4,26.7,16.4
0109201123,49.3,21.5,26,16
0110201100,46,23.8,23.3,15
0110201101,40.2,25,21.5,14
0110201102,35.9,26.9,20.5,13
0110201103,37,26.1,20.3,13
0110201104,44.2,22.1,20.9,13.8
0110201105,60.4,16.1,24,16.4
0110201106,75.3,11.3,27.4,16.8
0110201107,78.5,10.7,30.4,17.4
0110201108,74.4,14,31,16.8
0110201109,67.7,19.4,28.6,15
0110201110,62.8,24.9,26.5,13
0110201111,59.8,28.7,25.9,12.1
0110201112,58.2,31.4,24.5,11.8
0110201113,59.1,32.5,24.7,12.1
0110201114,61.6,31.5,25.4,12.8
0110201115,64.6,30,25,13.1
0110201116,71.1,25.9,25,14.1
0110201117,76.3,20.9,26.1,16.1
0110201118,76,18.6,28,16.9
0110201119,68.8,19.6,28.3,17.2
0110201120,62.5,20.1,28.5,17
0110201121,58.8,20.1,26.7,16.2
0110201122,54.1,20.6,25.5,15.3
0110201123,48.6,22.7,23.6,14.4
0111201100,40.1,10.7,33.4,24.9
0111201101,36,10.8,32.5,24.6
0111201102,30.8,12.9,30.7,23.8
0111201103,29.2,14.1,29.4,23
0111201104,30.3,14,28.9,22.4
0111201105,35.5,12.3,29.6,23.1
0111201106,47.7,9.7,32,25.6
0111201107,57.6,7.6,34.5,25.1
0111201108,58.9,7.1,35.8,24.8
0111201109,57.3,8.3,37.3,24.8
0111201110,54.5,10.5,37.5,24.5
0111201111,53.4,12.8,37.8,24.6
0111201112,53,14.4,38.7,24.8
0111201113,52.7,14.8,38.6,24.9
0111201114,53.6,14.5,37.7,24.3
0111201115,57.5,11.9,38.6,25.3
0111201116,61.5,9.6,39.6,26.6
0111201117,61.9,8.2,39.3,28.2
0111201118,59.6,7.8,38.7,27.6
0111201119,56,7.9,38,27.4
0111201120,50.8,8.7,37.5,27.8
0111201121,46.6,10,35.5,26
0111201122,44.5,11.2,34.7,25.1
0111201123,41.5,12.2,33.9,24.9
0112201100,46.3,28.8,16.5,9.1
0112201101,40,31.1,15.3,8.2
0112201102,31.4,36,14,7.9
0112201103,28.6,38.5,13.6,7.3
0112201104,29.9,38.3,13.5,7.1
0112201105,37.9,34.2,13.5,7.2
0112201106,53,27.5,15.5,8
0112201107,66.7,21.8,17.2,8.4
0112201108,71.4,19.3,18.7,8.7
0112201109,70.6,20.2,20.2,9.1
0112201110,68.5,22.8,21.2,9.2
0112201111,66.4,24.6,23,9.8
0112201112,65.3,25.8,23.7,9.2
0112201113,64.7,26,23.6,9
0112201114,67.5,24.9,23.3,9.4
0112201115,72.1,21.6,23,10.1
0112201116,74,20.2,22.3,10.5
0112201117,75.3,19.2,21.6,10.7
0112201118,73.3,19.8,21.7,10.5
0112201119,68.8,20.7,20.6,10.5
0112201120,62.6,22.7,19.9,10.4
0112201121,57,24.5,19.4,10.6
0112201122,53.6,25.6,18.5,10.1
0112201123,49.9,26.5,18,9.7
0101201200,47.8,23.8,24.1,15.7
0101201201,41.7,26.9,21.8,15.1
0101201202,35.6,28.4,20.5,14.7
0101201203,32.8,29.5,19.8,14
0101201204,33.9,29.3,19.4,13.8
0101201205,42.1,27.3,19.9,13.8
0101201206,59.4,21.9,22.2,14.8
0101201207,75.4,16.9,24.8,16
0101201208,79.4,15.4,27.2,16.6
0101201209,78.9,16.1,29.8,17.7
0101201210,74.1,18.1,30.2,17.1
0101201211,69.2,20.4,31,16.3
0101201212,67,21.7,31,15.2
0101201213,66.3,22.1,30.3,14.5
0101201214,66.3,22.4,29.4,13.9
0101201215,70.9,19.6,29.8,14.5
0101201216,78.1,15.6,29.8,15.7
0101201217,81.2,13.9,29.8,16.8
0101201218,79.5,14.2,29.5,17.2
0101201219,75.3,15,29.4,18
0101201220,67.3,17.2,28.3,17.4
0101201221,61.6,18.7,26.8,16.9
0101201222,58.7,19.6,26.4,17
0101201223,53.6,20.9,25.6,16.8
0102201200,56.9,23.7,29.9,20.8
0102201201,49.5,26.8,27.8,20.2
0102201202,43.1,28.1,26.9,19.8
0102201203,41.7,28.9,25.9,19.7
0102201204,44.2,27,26.1,19.4
0102201205,53.6,22.2,27.4,19.9
0102201206,72,15.5,30.8,21.4
0102201207,86.9,11.2,34.8,23.5
0102201208,88.3,11.6,37.7,24.3
0102201209,82.8,15.1,42.3,24.9
0102201210,76.2,19.4,46,24
0102201211,72.7,21.8,43.9,23
0102201212,70.9,23.4,42,22.5
0102201213,71.3,23.8,41.2,21.6
0102201214,71.8,23.6,40,20.4
0102201215,75.7,21.8,38.7,20.1
0102201216,80.1,19.1,37.2,19.7
0102201217,87.1,15,36.5,20
0102201218,89.5,12.6,36.6,21.2
0102201219,85.2,13.9,35.6,21.4
0102201220,76.3,15.5,34.6,21.3
0102201221,70.5,16.9,33.8,21.6
0102201222,67.7,17.3,33.2,22.3
0102201223,62.9,19.7,31.5,22.2
0103201200,64.8,18.5,38.2,28.9
0103201201,57.7,20.2,36.3,28.1
0103201202,50.5,21.1,35.3,28.1
0103201203,49,20.5,35,28.4
0103201204,51.7,19,35.8,29.3
0103201205,62.1,15.8,38.4,30.7
0103201206,78.1,12.5,43.2,33.6
0103201207,85,12.7,45.8,34.5
0103201208,82.4,15.4,48.4,34.3
0103201209,79.9,18.9,49.2,33.2
0103201210,76.4,22.7,48,32
0103201211,74,25.7,45.2,29.8
0103201212,71.8,28.6,44.7,28.1
0103201213,69.6,30.3,42.7,27.5
0103201214,70,31.7,42,27
0103201215,71.4,31.6,41.6,26.7
0103201216,75.6,30.1,41.8,27.8
0103201217,82.4,25.4,43.3,29.5
0103201218,88.9,20.1,45.1,31.3
0103201219,91,16.2,46.3,32.4
0103201220,86.6,15.1,46.7,33.2
0103201221,81.9,15.8,45.5,32.5
0103201222,76.6,17.1,43.3,31.2
0103201223,70.2,18.5,40.3,29.8
0104201200,42.6,42.1,18.7,13
0104201201,36.9,45.4,18,12.8
0104201202,33.9,46.2,17.7,12.7
0104201203,35.5,43.9,18.1,12.5
0104201204,45.3,37.3,20.1,13.8
0104201205,63.6,28.6,23.5,15.7
0104201206,72.5,27.6,26.3,16.6
0104201207,70.6,31.7,27.7,16.1
0104201208,67.3,35.8,28.5,15.4
0104201209,65.1,40.5,25.9,14.1
0104201210,63.3,43.1,24.6,13.1
0104201211,62.1,45.2,23.5,12.6
0104201212,62.6,47.1,22.2,12.1
0104201213,63.5,47.3,22.8,11.8
0104201214,63.6,48,22.9,12.2
0104201215,64.2,48,22,11.9
0104201216,65.8,47.7,20.6,11.6
0104201217,67.3,45.5,20,12.1
0104201218,69.2,42.4,19.7,11.9
0104201219,68.5,37.6,20.2,13
0104201220,64.2,36.7,20.7,14
0104201221,61.8,36.1,20.4,14.1
0104201222,56.8,37.1,20.2,13.6
0104201223,50,39.6,19.6,13.5
0105201200,39.1,46.7,26.2,18.4
0105201201,33.8,49,25,17.8
0105201202,31.4,47.7,24.6,17.7
0105201203,34.4,43.7,25,18
0105201204,44.4,36.4,26.9,19.1
0105201205,59.4,30.1,30,21
0105201206,68.2,28.9,31.9,21.6
0105201207,69.2,30.8,32.6,21.2
0105201208,69.2,33.7,33.6,20.7
0105201209,67.9,37.8,33.8,19.6
0105201210,66.3,41.7,33.5,18.7
0105201211,66.2,44.5,33.4,18.5
0105201212,65.3,47.8,32.5,18.3
0105201213,64.6,50.1,32,18
0105201214,64.8,51.3,32,17.7
0105201215,65.2,52,30.9,17.5
0105201216,64.6,52.8,29.2,16.8
0105201217,64.1,53.1,28,16.8
0105201218,63.4,50.5,26.8,17
0105201219,61.2,45.9,27,17.1
0105201220,58.4,41.8,27.2,18.2
0105201221,57,38.9,28.4,19
0105201222,53.5,39,28.3,19.3
0105201223,47.6,41.7,27.4,18.9
0106201200,35.2,36,18.4,11.4
0106201201,31.1,36.2,17.3,10.8
0106201202,28.2,35.4,17,10.4
0106201203,30,33.5,17.8,10.9
0106201204,36.7,29.5,18.8,11.8
0106201205,48.2,25.7,21.2,12.9
0106201206,54.1,26.2,22.5,13
0106201207,53.6,29.6,23.1,12.6
0106201208,52.7,32.7,23.7,11.9
0106201209,52.3,36.3,22.8,11.7
0106201210,53.3,38.6,23.1,11.8
0106201211,53.6,40.6,24.9,12.1
0106201212,53.4,42.3,25.1,11.9
0106201213,54.5,43,24.9,12.1
0106201214,55.2,43.9,24.5,12.7
0106201215,55,44.7,23.5,12.1
0106201216,54.9,43.9,22.7,12.5
0106201217,54.3,43,21.9,12.4
0106201218,51.4,41.9,21.3,12
0106201219,46.9,41.2,20.6,11.7
0106201220,44.4,38.2,19.7,11.9
0106201221,45.3,35.6,20.3,11.9
0106201222,44.3,34.1,19.5,12.1
0106201223,40.4,34.7,19.2,11.4
0107201200,39.5,26.4,18.9,12.2
0107201201,35.2,27.4,18.1,11.6
0107201202,31.5,26.5,17.7,11.6
0107201203,33.8,24.6,17.8,11.3
0107201204,41.7,19.6,19.1,12.1
0107201205,54,16.4,22.4,13.4
0107201206,60,16.8,23.7,13.8
0107201207,59.3,19.6,24.6,13.8
0107201208,59.3,22.8,25.4,13.4
0107201209,59.5,26.5,25.9,15.2
0107201210,57.8,30.6,26.8,14
0107201211,57.6,33.9,25.1,13.5
0107201212,57.1,37.9,24.4,12.8
0107201213,56.4,40.2,24.3,12.9
0107201214,58.7,41.5,24.7,13.4
0107201215,60,41.3,22.9,13.1
0107201216,60.9,40,22.3,12.3
0107201217,62.2,36.9,21.4,12.4
0107201218,60.1,34.9,21.6,12.2
0107201219,57.6,32.4,21.1,12.3
0107201220,54.8,28.7,21,12.6
0107201221,53,26.6,21.4,12.9
0107201222,50.7,24.8,20.7,12.7
0107201223,46.1,24.9,19.8,12.2
0108201200,41.2,23.9,21.6,12.9
0108201201,36.7,25,19.9,12.5
0108201202,33.8,23.4,19.6,12.6
0108201203,35.5,20.9,20.2,13.1
0108201204,43.4,15.8,21.3,13.8
0108201205,57.1,12.1,24.8,15.5
0108201206,61.9,13.6,26.8,14.2
0108201207,59.3,17.9,28.9,13.6
0108201208,56.6,22.4,30.2,13.8
0108201209,55.2,27,27.4,15.7
0108201210,55.3,30.1,26.8,13.2
0108201211,55.6,33.6,25.8,15.1
0108201212,55.4,36.4,24.8,13.8
0108201213,55.5,39.6,24.7,13.6
0108201214,57.3,41.2,25,12.9
0108201215,57.8,42.5,23.6,18.5
0108201216,57.4,42,22.7,13.1
0108201217,58.6,38,21.9,12.2
0108201218,56.5,34.7,22,12.3
0108201219,54.7,30.7,22.2,12.7
0108201220,52.3,27.4,22.3,13.7
0108201221,53,24.5,22.5,13.5
0108201222,51.9,22.2,22.5,13.5
0108201223,47.8,21.9,22.5,13.1
0109201200,44.9,22.5,20.3,12.9
0109201201,39.5,23.6,19.2,12.4
0109201202,36.2,23.7,18.1,11.8
0109201203,36.5,22.5,17.4,11.3
0109201204,44,19,18.1,11.4
0109201205,59.9,13.7,21.1,13
0109201206,70.8,12.3,24.3,14.4
0109201207,70,14.9,26.8,14
0109201208,67.7,18.8,27.3,13.9
0109201209,63.1,24.1,25.5,13
0109201210,59.9,28,25.2,11.6
0109201211,58.1,31.4,23.2,10.6
0109201212,57.6,33.8,22.6,10.3
0109201213,57.8,35.6,22.6,10.7
0109201214,60,36,23,11.3
0109201215,60.8,36.1,22.2,11.1
0109201216,63.3,34.6,22.2,11.2
0109201217,66.5,30.7,22.6,11.4
0109201218,69.6,25.9,23.3,12.4
0109201219,66.9,23.5,24,13.3
0109201220,60.7,22.6,23.6,13.9
0109201221,58.1,22.6,23,14
0109201222,55.4,21.1,23.1,13.9
0109201223,50.6,22.4,22,13.5
0110201200,41,22,19.7,13.5
0110201201,34.9,24.3,18.7,13.3
0110201202,32.5,25.2,18.6,13.4
0110201203,33.5,25.3,18.5,13
0110201204,39.9,21.7,19.2,13.5
0110201205,55.4,15.1,22.5,16
0110201206,70.3,11.1,25.1,16.9
0110201207,74.5,10.3,27.6,17.2
0110201208,72.5,13.2,29,17.3
0110201209,67.3,17.2,28.9,16.7
0110201210,63.5,20.8,28.6,16.1
